customer_id,amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,payment_amount_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,other_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood
1c2a95e85b,500,1968-01-13,Approved,True,750,True,2010-12-17 07:05:56,5,True,10,92.17,500,5,82.58,84107,GeorgeannDPorter@aol.com,124302150,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,,Other,960,754,529,519,649,595,Good
8e65defaac,800,1968-03-07,Approved,False,734,True,2010-12-17 08:54:12,5,True,10,92.17,500,5,82.58,84120,DarlenePJohnson@bing.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,2500,602,514,550,573,580,Bad
ae6db7c42b,800,1974-05-03,Approved,False,954,True,2010-12-17 10:34:02,8,True,8,231.76,800,8,194.94,84405,EthelKWilliams@aol.com,324377613,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,3100,754,587,573,680,626,Bad
a67b508060,500,1983-04-08,Approved,True,0,False,2010-12-17 12:36:17,8,True,17,66.17,500,8,55.98,84081,VanessaLWhite@aol.com,324377516,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,,Other,700,760,646,674,740,632,Good
ea7ea919be,500,1983-07-05,Approved,True,400,False,2010-12-17 15:05:42,5,True,10,92.17,500,5,82.58,84088,SamanthaHCosta@yahoo.com,324377202,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Work,Other,2200,734,510,556,653,569,Bad
999a3f6650,500,1988-02-16,Approved,True,370,True,2010-12-17 17:42:17,8,True,12,84.03,500,6,73.34,84121,KimberlyTPayne@aol.com,124302150,1 year or more,7-12 months,7-12 months,Semi-monthly,Home,Mobile,Other,1580,663,501,533,643,555,Bad
b636e56bca,800,1967-11-04,Approved,False,1350,True,2010-12-18 09:15:14,6,True,13,123.82,800,6,108.12,84074,EmilieJTurner@yahoo.com,324379828,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,,Other,3000,602,624,645,681,641,Bad
9218a4a50e,300,1947-02-12,Approved,False,888,False,2010-12-18 10:48:05,5,True,5,116.34,300,5,102.88,84041,MistieTGatewood@yahoo.com,124302150,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,1224,522,593,592,680,620,Bad
06c99dba63,400,1944-08-16,Approved,True,550,True,2010-12-18 18:29:17,5,True,5,155.12,400,5,137.17,84119,HowardEMoore@yahoo.com,324377516,1 year or more,1-2 years,1-2 years,Monthly,Mobile,,Other,2394,580,575,551,680,612,Bad
254ed2f678,500,1960-02-10,Approved,True,950,True,2010-12-18 20:31:39,5,True,5,193.91,500,5,171.47,84651,DorothyTCalvert@aol.com,321176260,1 year or more,1-2 years,3+ years,Monthly,Mobile,,Other,4385,586,550,536,677,599,Bad
7d21a8040f,800,1978-09-08,Approved,True,800,True,2010-12-19 07:50:07,8,True,13,77.39,500,6,67.57,84118,HannahWKing@gmail.com,73972181,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,6000,654,517,526,664,570,Bad
8f9a8d56a4,550,1979-12-01,Approved,False,600,True,2010-12-20 08:02:33,5,True,10,92.17,500,5,82.58,84404,ClaireHLogan@gmail.com,124002971,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,,Other,1400,532,603,654,659,636,Bad
4980ed214e,800,1957-09-19,Approved,False,600,True,2010-12-20 08:35:05,8,True,13,77.39,500,6,67.57,84065,StellaRPrice@bing.com,324379705,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Home,Other,1500,574,557,582,680,617,Bad
2b635765f0,500,1982-09-10,Approved,True,900,True,2010-12-20 08:56:19,5,True,10,94.7,500,5,84.18,84065,BeverlyLWagner@hotmail.com,124001545,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Other,6338,583,558,608,672,605,Good
f52446dd8f,500,1945-06-16,Approved,False,1714,False,2010-12-20 09:42:32,4,True,4,227.67,500,4,205.06,84121,RosieJWhite@gmail.com,124001545,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,10000,536,627,660,705,662,Good
ce7456a9e0,300,1979-09-30,Approved,True,600,True,2010-12-20 10:20:15,7,True,12,50.42,300,6,44.0,84118,LauraSAnderson@gmail.com,324377202,4-12 months,3+ years,7-12 months,Semi-monthly,Mobile,,Other,1470,645,529,569,665,586,Good
2ac47a61e0,300,1931-03-11,Approved,False,0,True,2010-12-20 10:47:39,5,True,5,116.34,300,5,102.88,84120,EricMHernandez@bing.com,124001545,1 year or more,3+ years,1-2 years,Monthly,Home,,Other,1327,621,587,607,680,636,Good
56de6d7823,500,1969-06-05,Approved,True,600,True,2010-12-20 11:20:39,5,True,10,92.17,500,5,82.58,84037,MichelleRPhillips@bing.com,314074269,4-12 months,1-2 years,7-12 months,Bi-weekly,Mobile,Work,Other,3500,716,515,544,584,575,Bad
70409dc892,500,1975-03-26,Approved,False,1142,True,2010-12-20 11:53:24,5,True,21,44.01,500,5,39.37,84660,JohnSRoyston@gmail.com,314074269,1 year or more,1-2 years,3+ years,Weekly,Mobile,,Other,2400,681,610,661,656,633,Good
c7e8c1cc92,800,1964-11-15,Approved,True,0,False,2010-12-20 15:46:28,5,True,10,94.7,500,5,84.18,84047,BrucePLabrie@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,,Other,1800,536,529,543,607,608,Bad
977ab97cf0,800,1967-02-19,Approved,False,1308,True,2010-12-20 18:46:56,5,True,10,147.47,800,5,132.13,84067,MargaretCLack@yahoo.com,124302150,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Mobile,Other,3843,661,657,670,703,650,Good
b1b61133de,800,1989-05-24,Approved,True,0,True,2010-12-21 08:08:36,8,True,26,38.26,500,6,33.49,84093,JoshuaCChilton@aol.com,124002971,1 year or more,3+ years,3+ years,Weekly,Mobile,,Other,2392,580,525,551,666,568,Bad
d013fa3f91,300,1984-09-09,Approved,False,800,True,2010-12-21 10:07:03,4,True,4,136.6,300,4,123.03,84321,HelenKWard@bing.com,124300107,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,3100,616,620,657,721,613,Good
6a4e4b09d5,500,1949-06-07,Approved,False,1600,False,2010-12-21 10:38:15,5,True,10,92.17,500,5,82.58,84057,ChristinaOMarshall@aol.com,124302927,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,,Other,2000,528,592,571,680,609,Bad
e60893efc5,500,1964-02-01,Approved,True,1200,True,2010-12-21 17:30:38,5,True,21,44.01,500,5,39.37,84660,MariaKFrank@yahoo.com,124300327,4-12 months,3+ years,6 months or less,Weekly,Mobile,Mobile,Other,2080,616,603,661,694,562,Bad
a15e74274b,800,1984-04-17,Approved,True,350,False,2010-12-22 12:49:32,8,True,17,105.88,800,8,89.57,84604,CaroleLWhite@aol.com,73972181,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,,Other,770,765,541,554,625,565,Good
4d314e8c97,800,1974-12-13,Approved,True,980,True,2010-12-22 16:14:57,8,True,13,77.39,500,6,67.57,84116,JasonLGrimmett@bing.com,324079555,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Mobile,Other,2300,593,552,534,661,582,Good
f22d21ddad,500,1965-03-09,Approved,False,1510,True,2010-12-22 17:52:58,5,True,10,92.17,500,5,82.58,84121,ManuelaTErnst@aol.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Home,Home,Other,3120,599,653,677,715,657,Bad
43d9b7b620,500,1983-06-14,Approved,True,0,True,2010-12-22 19:21:13,5,True,10,92.17,500,5,82.58,84092,MarciaIMiles@hotmail.com,124001545,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,,Other,2250,766,577,627,685,614,Good
dd57e28127,300,1959-08-21,Approved,True,725,False,2010-12-22 20:25:22,8,True,12,50.42,300,6,44.0,84790,LoraKWoodward@yahoo.com,42000013,1 year or more,1-2 years,3+ years,Semi-monthly,Mobile,,Other,1500,623,588,633,680,625,Good
a09e3b7ed6,600,1966-07-06,Approved,False,500,True,2010-12-23 11:02:22,3,True,13,75.46,600,3,70.09,84070,AndrewVSchaefer@hotmail.com,124002971,1 year or more,3+ years,3+ years,Weekly,Home,Mobile,Other,3300,536,539,581,665,608,Bad
6db5d458a7,800,1952-01-23,Approved,True,150,True,2010-12-23 14:45:16,8,True,8,231.76,800,8,,84003,MaryJFortune@aol.com,324377862,1 year or more,3+ years,3+ years,Monthly,Home,Mobile,Other,2700,760,638,687,706,643,Good
eafb0e1828,800,1963-04-13,Approved,True,325,True,2010-12-23 14:50:53,8,True,12,84.03,500,6,73.34,84058,ClaireMBangert@bing.com,324377820,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,19392,478,576,586,680,631,Bad
88ca079479,800,1953-04-11,Approved,True,500,True,2010-12-24 07:47:09,5,True,5,193.91,500,5,171.47,84532,WandaCOlson@hotmail.com,324377817,1 year or more,3+ years,1-2 years,Monthly,Mobile,,Other,3892,612,535,577,680,600,Bad
6fa7f5d488,800,1963-05-20,Approved,True,750,True,2010-12-24 13:11:05,7,True,13,77.39,500,6,67.57,84041,TiffanyGBerger@gmail.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,2176,392,563,591,667,614,Bad
4dad1a9de6,500,1965-10-23,Approved,False,1500,True,2010-12-24 15:25:34,5,True,5,193.91,500,5,171.47,84738,MonicaCHerbert@gmail.com,124001545,1 year or more,6 months or less,7-12 months,Monthly,Mobile,,Other,3752,677,613,643,689,622,Good
1cc4c7d3cb,500,1987-02-22,Approved,True,250,False,2010-12-26 16:06:43,5,True,21,44.01,500,5,39.37,84655,JillJCox@yahoo.com,102000076,1 year or more,6 months or less,3+ years,Weekly,Mobile,Home,Other,1900,536,584,596,697,594,Bad
d18ccff8f6,600,1986-08-03,Approved,True,550,True,2010-12-27 11:07:07,8,True,17,79.41,600,8,67.18,84627,EddieJLowe@yahoo.com,324377338,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,,Other,2200,586,545,554,671,578,Bad
62b316d4e6,750,1990-01-11,Approved,True,0,True,2010-12-27 11:34:54,8,True,13,77.39,500,6,67.57,84065,ChristineCKujawa@bing.com,324377516,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,,Other,1200,603,555,598,625,574,Good
7cfa820da2,300,1971-03-27,Approved,True,400,True,2010-12-27 16:23:50,5,True,10,55.3,300,5,49.55,84067,CharlesGMcCaskill@yahoo.com,324377516,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Other,1200,601,562,583,680,603,Bad
042bf4bb0e,800,1976-02-08,Approved,True,550,True,2010-12-27 17:32:10,3,True,6,138.48,500,3,128.06,84094,DeniseMLyle@hotmail.com,124001545,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Work,Other,5400,623,505,556,680,581,Bad
fffd5d09ec,500,1966-12-13,Approved,True,975,True,2010-12-28 08:17:52,5,True,10,94.7,500,5,84.18,84738,CarolynBRockwell@bing.com,122400724,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,3000,663,526,544,656,590,Good
f256777946,800,1983-09-06,Approved,True,0,True,2010-12-29 05:34:19,8,True,17,105.88,800,8,89.57,84040,SharonMUy@gmail.com,324377516,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Home,Other,1100,765,698,696,752,640,Good
43e2f8823a,600,1970-04-16,Approved,True,450,True,2010-12-29 07:27:29,5,True,10,110.61,600,5,99.1,84050,NancyPLewis@aol.com,124000054,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,,Other,2350,734,634,663,686,627,Bad
058614dd7b,800,1988-04-11,Approved,True,400,True,2010-12-30 07:55:11,8,True,13,77.39,500,6,67.57,84107,SandraSDavis@gmail.com,124002971,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Home,Other,1520,523,610,632,703,588,Bad
9f3fa8c90a,500,1959-09-21,Approved,True,650,True,2010-12-31 02:24:08,6,True,13,77.39,500,6,67.57,84116,JohnNBillings@aol.com,324078899,4-12 months,3+ years,7-12 months,Bi-weekly,Mobile,,Other,1800,713,501,517,618,559,Bad
939a9ac410,800,1957-06-15,Approved,True,1200,True,2010-12-31 23:36:16,3,True,6,136.0,500,3,126.46,84045,LenoreMBryant@yahoo.com,124302150,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,Home,Other,3400,544,655,665,721,636,Good
6e9180ff29,500,1979-06-04,Approved,True,0,True,2011-01-01 08:27:47,5,True,10,92.17,500,5,82.58,84111,LynnMFetter@aol.com,124002971,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Other,1000,599,517,541,651,582,Bad
873352dc55,600,1963-10-10,Approved,True,400,True,2011-01-01 10:13:29,6,True,26,38.26,500,6,33.49,84115,BrandonJRowan@yahoo.com,124002971,3 months or less,6 months or less,6 months or less,Weekly,Home,Mobile,Other,1120,523,526,572,680,592,Bad
625f005cf8,600,1960-01-10,Approved,False,0,True,2011-01-01 16:18:49,5,True,10,92.17,500,5,82.58,84036,BrendanLTitus@gmail.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Won't say,2000,645,532,572,680,587,Bad
2f050cda86,500,1973-03-12,Approved,True,388,True,2011-01-03 09:58:03,5,True,5,193.91,500,5,171.47,84067,ErinPShaw@bing.com,124001545,1 year or more,3+ years,1-2 years,Monthly,Mobile,Home,Other,2020,716,564,584,678,609,Bad
7dd971ace5,800,1982-01-12,Approved,True,400,True,2011-01-03 10:56:44,8,True,12,84.03,500,6,73.34,84102,KarenRFew@aol.com,124002971,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Other,800,710,561,640,692,581,Good
efa4108f32,800,1948-09-22,Approved,True,0,False,2011-01-03 12:16:16,6,True,12,84.03,500,6,73.34,84095,VictorRAsh@gmail.com,124001545,1 year or more,1-2 years,6 months or less,Semi-monthly,Mobile,,Other,2820,719,543,567,605,592,Bad
8319592a2b,800,1958-07-14,Approved,True,1050,True,2011-01-03 16:29:55,8,True,17,105.88,800,8,89.57,84058,WavaRSison@aol.com,324079555,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,,Other,2700,771,592,587,680,614,Bad
5e1e9320fc,500,1959-09-13,Approved,True,1150,True,2011-01-03 17:42:21,5,True,21,44.01,500,5,39.37,84029,DianaRCybulski@bing.com,324379828,1 year or more,3+ years,3+ years,Weekly,Mobile,,Other,2800,619,583,587,680,621,Bad
2b7f2975dc,400,1990-04-20,Approved,True,725,True,2011-01-03 18:59:20,6,True,6,137.4,400,6,119.4,84606,EricJSmith@bing.com,124002971,1 year or more,7-12 months,3+ years,Monthly,Mobile,,Other,1350,733,610,621,684,591,Bad
8cba87f8e4,600,1959-12-11,Approved,True,665,True,2011-01-04 10:11:27,5,True,10,92.17,500,5,82.58,84084,DerrickAWalker@yahoo.com,26009593,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,Work,Other,1800,573,515,522,656,582,Bad
e3f772b921,800,1952-08-02,Approved,False,0,True,2011-01-04 11:10:50,8,True,12,84.03,500,6,73.34,84058,DavidMJordan@yahoo.com,124302927,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Other,6000,601,552,589,680,578,Good
f048f4a66c,500,1984-09-25,Approved,False,420,False,2011-01-04 14:02:29,5,True,10,92.17,500,5,82.58,84655,KatherineEAaron@yahoo.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Home,Mobile,Other,3200,645,507,536,632,571,Bad
8cf7f18789,500,1984-08-25,Approved,True,625,True,2011-01-04 16:17:13,5,True,10,92.17,500,5,82.58,84333,CarlosEMacdonald@bing.com,124300767,1 year or more,7-12 months,3+ years,Bi-weekly,Home,Mobile,Other,2400,677,557,596,623,587,Bad
995a9883ba,700,1951-03-30,Approved,True,350,True,2011-01-05 07:50:58,5,True,10,92.17,500,5,82.58,84119,SheenaPRiley@aol.com,324079416,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,1954,586,524,546,664,564,Bad
d46ccf8c94,500,1960-05-26,Approved,False,1143,True,2011-01-05 10:09:41,5,True,21,44.01,500,5,39.37,84655,CarolynHLangston@yahoo.com,124002971,1 year or more,3+ years,3+ years,Weekly,Mobile,,Other,3656,586,580,569,680,627,Bad
ec2944b42a,400,1956-02-03,Approved,False,1431,True,2011-01-05 10:14:01,5,True,10,73.74,400,5,66.07,84047,MelissaGGuillemette@hotmail.com,124302150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,4236,538,577,597,680,628,Bad
74aecd6053,400,1970-03-16,Approved,True,500,False,2011-01-05 16:52:13,8,True,8,115.88,400,8,97.47,84123,LyleIPowers@bing.com,124000054,1 year or more,3+ years,1-2 years,Monthly,Mobile,,Other,3100,425,612,656,714,622,Bad
edd197e12f,800,1952-09-25,Approved,False,0,True,2011-01-06 08:47:53,8,True,13,77.39,500,6,67.57,84118,MelissaWMartinez@yahoo.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,1800,614,576,577,680,617,Bad
84bff12caf,500,1967-06-10,Approved,True,500,True,2011-01-06 18:55:39,5,True,10,94.7,500,5,84.18,84119,CarlJGarrett@aol.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,2800,645,520,530,623,594,Bad
1df9195778,600,1988-07-28,Approved,True,0,True,2011-01-07 06:00:58,7,True,6,171.75,500,6,149.24,84015,MarkOGutierrez@aol.com,124002971,1 year or more,6 months or less,6 months or less,Monthly,Mobile,,Other,1300,538,603,623,701,605,Bad
ea09a23806,400,1989-05-01,Approved,True,100,True,2011-01-07 09:44:25,5,True,10,73.74,400,5,66.07,84321,ClarenceSCrane@hotmail.com,324377516,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,,Other,1300,594,584,638,708,576,Bad
8b88d9b5b4,600,1991-07-07,Approved,True,350,True,2011-01-07 12:05:27,6,True,13,77.39,500,6,67.57,84003,CarolCHart@yahoo.com,324377516,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Mobile,Other,1200,645,501,544,582,526,Bad
f15f2fb945,800,1958-04-25,Approved,False,648,False,2011-01-08 05:10:20,8,True,13,77.39,500,6,67.57,84123,VirginiaBEdwards@hotmail.com,53000219,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Home,Other,5000,541,578,571,680,608,Bad
b059e56426,700,1964-06-20,Approved,True,800,True,2011-01-09 10:07:11,5,True,10,129.04,700,5,115.62,84041,JerricaADouglas@bing.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,4400,763,573,596,680,617,Bad
2fc10f8b23,400,1971-11-03,Approved,True,100,True,2011-01-09 22:14:29,6,True,13,61.91,400,6,54.06,84404,WilliamEGallagher@yahoo.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,1160,765,599,643,671,635,Good
bfaa191e0a,800,1967-11-17,Approved,True,425,True,2011-01-10 11:12:37,6,True,13,77.39,500,6,67.57,84770,MarkNRowe@aol.com,314074269,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Work,Other,2520,734,578,600,670,605,Good
3efabf838c,600,1959-02-08,Approved,False,1600,True,2011-01-10 11:55:51,3,True,3,284.69,500,3,261.37,84084,LindaJBaker@yahoo.com,324377202,1 year or more,3+ years,3+ years,Monthly,Home,,Other,4837,427,623,652,704,638,Good
529d352413,800,1960-04-11,Approved,True,1250,True,2011-01-10 13:56:22,6,True,12,84.03,500,6,73.34,84098,AliceHFuller@gmail.com,324079416,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Other,6134,577,628,644,685,621,Good
31e51d3196,800,1970-07-16,Approved,False,1052,True,2011-01-10 17:23:46,8,True,17,105.88,800,8,89.57,84120,JerrodRDotson@yahoo.com,124001545,4-12 months,3+ years,1-2 years,Bi-weekly,Mobile,,Other,2082,557,548,581,675,613,Good
a6cd560a03,800,1981-01-24,Approved,True,685,True,2011-01-10 20:16:56,8,True,13,77.39,500,6,67.57,84088,JamesYLane@bing.com,56073573,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Other,3288,766,501,514,597,564,Good
d303a6bfe1,800,1962-08-24,Approved,False,603,True,2011-01-11 10:55:57,8,True,12,84.03,500,6,73.34,84067,BettySBauch@gmail.com,124302150,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Work,Other,2200,619,570,606,680,607,Good
85c5232431,800,1958-07-26,Approved,False,550,True,2011-01-11 18:55:07,8,True,8,231.76,800,8,194.94,84404,JosephERivera@hotmail.com,324377516,4-12 months,3+ years,3+ years,Monthly,Home,,Other,1500,749,555,584,671,613,Bad
1df33f4bcd,500,1985-07-27,Approved,True,200,True,2011-01-11 21:34:07,5,True,10,92.17,500,5,82.58,84660,KarenJMcDonald@hotmail.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,,Other,1456,544,555,587,680,584,Bad
443916cebd,500,1940-08-14,Approved,False,0,False,2011-01-12 09:18:08,5,True,5,193.91,500,5,171.47,84741,MichaelDMcLoud@aol.com,324079555,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,800,616,566,588,680,628,Good
1877fa8ee8,800,1970-03-24,Approved,False,1309,True,2011-01-12 13:29:15,8,True,13,77.39,500,6,67.57,84104,AmandaDMason@aol.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Home,Other,2478,601,578,629,669,614,Good
ef9475961b,800,1970-05-14,Approved,True,800,True,2011-01-12 20:49:55,8,True,17,105.88,800,8,89.57,84115,VelmaJHumes@gmail.com,324079416,1 year or more,3+ years,3+ years,Bi-weekly,Home,Mobile,Other,1920,568,533,564,663,599,Bad
6927215a95,600,1975-11-08,Approved,True,600,False,2011-01-12 22:33:12,6,False,6,171.75,500,6,67.57,84084,DianaWStaley@bing.com,124001545,1 year or more,1-2 years,,Bi-weekly,Mobile,Mobile,,2400,574,552,558,660,607,Bad
99da2c0bb1,500,1967-08-08,Approved,True,517,True,2011-01-13 07:30:57,6,True,13,77.39,500,6,67.57,84401,AnnRAndrews@aol.com,124002971,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Home,Other,1280,645,501,548,675,567,Bad
1f4b9045a0,800,1981-09-02,Approved,True,0,False,2011-01-13 08:41:36,8,True,8,231.76,800,8,194.94,84401,JasminJShoemaker@yahoo.com,51000017,1 year or more,7-12 months,6 months or less,Monthly,Mobile,Mobile,Other,2200,557,592,561,680,611,Bad
bf8d0da5c4,800,1962-10-08,Approved,False,1900,True,2011-01-13 21:09:32,5,True,10,147.47,800,5,132.13,84097,EdEGonzalez@yahoo.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,3982,641,626,674,734,611,Bad
edcef83656,700,1985-03-12,Approved,True,0,True,2011-01-13 23:35:26,3,True,6,190.4,700,3,177.05,84020,LoisVHarris@yahoo.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,3952,639,583,631,700,616,Good
dda633dca1,400,1969-11-26,Approved,True,525,True,2011-01-14 03:19:05,6,True,12,67.22,400,6,58.67,84015,SallyRDouglass@yahoo.com,63192874,4-12 months,3+ years,6 months or less,Semi-monthly,Mobile,,Other,1600,713,501,501,600,563,Good
cf67d3f725,800,1973-07-12,Approved,True,0,True,2011-01-14 09:19:31,8,True,6,171.75,500,6,149.24,84119,BrendaWStewart@bing.com,124001545,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,2600,545,552,592,677,613,Bad
d39ccfc3a5,500,1977-08-23,Approved,True,0,False,2011-01-14 10:16:00,8,True,6,171.75,500,6,149.24,84005,JanetMSutton@bing.com,12400,1 year or more,1-2 years,6 months or less,Monthly,Mobile,,Other,300,539,587,642,690,602,Bad
c632d7389b,500,1972-06-27,Approved,False,2000,True,2011-01-14 11:11:57,8,True,13,77.39,500,6,67.57,84109,RyanMShankle@yahoo.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,5000,581,591,593,680,621,Bad
ee90cb8777,600,1978-07-11,Approved,False,900,True,2011-01-14 11:52:55,8,True,8,173.82,600,8,146.21,84029,JuanitaMMays@aol.com,124002971,1 year or more,7-12 months,3+ years,Monthly,Home,Mobile,Other,3007,780,608,704,740,617,Good
8ad3ac65b0,500,1952-09-03,Approved,True,1100,True,2011-01-15 09:31:06,6,True,13,77.39,500,6,67.57,84660,JonathonEHubbell@aol.com,124000054,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,,Other,4240,677,632,640,597,621,Bad
d9d72a6c02,800,1962-03-07,Approved,False,1042,True,2011-01-16 11:05:23,8,True,17,105.88,800,8,89.57,84088,JessicaAGoodman@aol.com,324078268,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,3280,550,573,589,680,625,Bad
1290d18bd2,800,1959-09-29,Approved,True,0,True,2011-01-16 20:12:45,8,True,16,113.77,800,8,95.96,84103,LillieSMitchell@aol.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Other,3200,735,597,673,725,624,Good
6e835dcbc1,600,1965-05-29,Approved,True,0,True,2011-01-16 20:44:29,8,True,13,77.39,500,6,67.57,84120,DanielGFondren@gmail.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,2774,601,586,645,648,622,Good
18ae949687,700,1981-10-31,Approved,True,1100,True,2011-01-17 13:47:17,8,True,12,84.03,500,6,73.34,84005,TraciWHubbard@bing.com,324377516,4-12 months,6 months or less,3+ years,Semi-monthly,Mobile,,Other,3200,763,579,615,692,602,Good
b949aab915,800,1971-06-11,Approved,True,600,False,2011-01-18 12:11:56,8,True,12,84.03,500,6,73.34,84015,MaryBNichols@yahoo.com,124001545,1 year or more,7-12 months,1-2 years,Semi-monthly,Mobile,,Other,3600,544,575,560,607,594,Good
41d33ebcc8,500,1952-05-17,Approved,False,400,True,2011-01-18 15:41:34,5,True,10,92.17,500,5,82.58,84092,BarbaraLRamirez@hotmail.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,2600,660,592,602,680,643,Bad
b69c9a9de7,800,1978-04-21,Approved,True,200,True,2011-01-18 16:24:17,8,True,13,77.39,500,6,67.57,84070,DorisRMitchell@yahoo.com,324079555,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Work,Other,1360,719,525,538,627,585,Bad
af360505c5,800,1975-09-29,Approved,False,1000,True,2011-01-19 08:28:28,6,True,13,123.82,800,6,108.12,84005,BillyMWitham@bing.com,124000054,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,4820,600,623,651,693,637,Good
85c245983d,800,1973-05-29,Approved,True,0,False,2011-01-19 13:12:06,6,True,13,123.82,800,6,108.12,84084,HarrietAAcree@bing.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Home,Other,8000,612,568,598,680,612,Bad
66e2d371c9,500,1973-02-19,Approved,False,1100,True,2011-01-19 14:02:40,5,True,10,92.17,500,5,82.58,84118,SueBKing@aol.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Mobile,Other,1230,663,596,648,676,627,Bad
ac468f4955,500,1962-05-24,Approved,True,800,True,2011-01-19 14:14:27,8,True,13,77.39,500,6,67.57,84663,BrianHWard@gmail.com,124300327,3 months or less,1-2 years,3+ years,Bi-weekly,Mobile,,Other,1700,583,592,646,678,613,Good
